country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_international,package_accomodation,package_food,package_transport_local,package_sightseeing,package_guided_tour,package_insurance,nights_stayed,payment_mode,first_trip,most_impressing,total_cost
AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,Cash,Yes, Wildlife,25608375
DENMARK,25-44,Alone,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,Yes,Friendly People,911625
UNITED STATES OF AMERICA,45-64,Spouse and Children,4,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes,Friendly People,59007000
AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes, Wildlife,17403750
ITALY,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,Yes,Yes,No,2,Cash,Yes, Wildlife,2817750
UNITED STATES OF AMERICA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,Cash,Yes,Friendly People,3497325
UNITED KINGDOM,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes, Wildlife,17569500
KENYA,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,Cash,Yes,Excellent Experience,401907.792
GERMANY,45-64,Spouse,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes, Wildlife,1264672.5
TURKEY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,No,Yes,No,No,0,Cash,Yes,No comments,10110750
UNITED STATES OF AMERICA,65+,Friends/Relatives,0,3,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Credit Card,No,Friendly People,4972500
UNITED KINGDOM,Jan-24,Alone,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,Cash,Yes,"Wonderful Country, Landscape, Nature",1267987.5
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,No,Yes,Yes,No,10,Cash,Yes,Good service,8287500
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,Cash,Yes,Friendly People,16674450
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,Cash,Yes,"Wonderful Country, Landscape, Nature",2320500
GERMANY,25-44,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,Credit Card,No,No comments,265200
BELGIUM,Jan-24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,Credit Card,Yes,"Wonderful Country, Landscape, Nature",1922700
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,Yes, Wildlife,14917500
UNITED STATES OF AMERICA,45-64,Children,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes,Friendly People,7458750
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,10,Cash,Yes,Excellent Experience,5138250
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,Credit Card,Yes,Friendly People,45415500
IRELAND,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,Cash,Yes,Good service,2569125
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,Cash,No,Friendly People,7624500
INDIA,45-64,Alone,0,1,Visiting Friends and Relatives,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,70,Cash,No,No comments,1004000
UNITED KINGDOM,65+,Friends/Relatives,3,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Other,Yes,Friendly People,5819482.5
ITALY,25-44,Alone,0,1,Meetings and Conference,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,Cash,No,Friendly People,200000
BURUNDI,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,Credit Card,No,Friendly People,2249000
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,828750
BURUNDI,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Excellent Experience,596000
ZAMBIA,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,No,Friendly People,1889550
ZIMBABWE,25-44,Alone,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Excellent Experience,1000000
DRC,45-64,Children,1,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,Cash,No,Friendly People,105000
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,Cash,No,No comments,2486250
KENYA,25-44,Friends/Relatives,1,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,5,Cash,No,Excellent Experience,450000
GERMANY,25-44,Friends/Relatives,2,1,Scientific and Academic,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,12,Cash,Yes,Friendly People,1259900
DRC,25-44,Friends/Relatives,0,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,No,"Wonderful Country, Landscape, Nature",421000
UNITED STATES OF AMERICA,25-44,Friends/Relatives,2,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,Yes,Yes,4,Credit Card,Yes,No comments,51382500
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Credit Card,No,Friendly People,994500
AUSTRALIA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,Cash,Yes,Friendly People,34807500
AUSTRALIA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,Yes,Friendly People,31663329
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,Cash,Yes,Friendly People,4524975
JAPAN,Jan-24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,3,Cash,Yes,Friendly People,4259775
SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Cash,Yes,Friendly People,3315000
SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,2,Credit Card,Yes,Excellent Experience,1160250
SOUTH AFRICA,45-64,Friends/Relatives,4,6,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,No,No,0,Cash,No,Friendly People,4821667.5
UNITED STATES OF AMERICA,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,Cash,Yes, Wildlife,7127250
AUSTRALIA,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,Cash,No,Excellent Experience,8287500
GERMANY,45-64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,No,No,14,Cash,No,Good service,12431250
DENMARK,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Cash,No,No comments,1657500
ITALY,25-44,Children,3,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,Credit Card,Yes,"Wonderful Country, Landscape, Nature",34947682
GERMANY,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,12,Cash,No,Friendly People,6464250
UNITED STATES OF AMERICA,65+,Friends/Relatives,2,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,Cash,Yes,Friendly People,2817750
FRANCE,45-64,Friends/Relatives,7,6,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,Credit Card,Yes,No comments,61410375
UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,Yes, Wildlife,12099750
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,Cash,Yes,No comments,14296779
SOUTH AFRICA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,Credit Card,Yes,Friendly People,3315000
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Cash,Yes, Wildlife,12099750
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,Cash,Yes,Friendly People,2405489.8
KENYA,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Cash,Yes,Friendly People,34807500
JAPAN,Jan-24,Alone,1,0,Scientific and Academic,Hunting tourism,others,Package Tour,No,Yes,Yes,No,No,Yes,No,3,Cash,Yes,"Wonderful Country, Landscape, Nature",348075
UNITED KINGDOM,Jan-24,Alone,1,0,Volunteering,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,Cash,Yes,Friendly People,3749265
UNITED KINGDOM,45-64,Alone,0,1,Business,Hunting tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,4,Cash,No,Friendly People,7458750
JAPAN,Jan-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,11,Cash,Yes,Good service,2486250
ITALY,25-44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,Cash,Yes,Friendly People,11346650
UNITED KINGDOM,45-64,Spouse and Children,4,3,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,Cash,No,Friendly People,165750
UNITED KINGDOM,Jan-24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,No, Wildlife,131500
FRANCE,45-64,Friends/Relatives,2,4,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes, Wildlife,23370750
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,Cash,Yes, Wildlife,25276875
KENYA,45-64,Children,2,0,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,510000
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,11,Cash,Yes, Wildlife,1989000
DENMARK,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes,Friendly People,33522937.5
ITALY,45-64,Alone,0,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,No,0,Cash,Yes,Good service,5446392
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,Cash,Yes,Good service,6807990
FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,Yes,Satisfies and Hope Come Back,8950500
UNITED KINGDOM,Jan-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,Cash,Yes,Friendly People,5552625
KENYA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,Cash,No,Good service,873958.8
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,Cash,No,Friendly People,5884125
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,13,Credit Card,Yes,Excellent Experience,23205000
SOUTH AFRICA,45-64,Friends/Relatives,5,7,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,No,Friendly People,24033750
SOUTH AFRICA,45-64,Spouse,1,1,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,Cash,Yes, Wildlife,43260750
SPAIN,25-44,Spouse and Children,2,3,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Cash,Yes, Wildlife,34039950
DJIBOUT,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,3,Cash,Yes,No comments,1657500
KENYA,25-44,Children,0,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes, Wildlife,2486250
SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,5,Cash,Yes,No comments,16740750
ITALY,25-44,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,Cash,Yes,Friendly People,1361598
GERMANY,25-44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Cash,Yes,Good service,7956000
CHINA,65+,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Credit Card,Yes,No comments,8950500
SPAIN,45-64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,4,Cash,Yes,"Wonderful Country, Landscape, Nature",19890000
KENYA,65+,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,Cash,Yes,Friendly People,314400
UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,Cash,Yes,Friendly People,1160250
UAE,25-44,Spouse and Children,2,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,No,Yes,No,No,No,No,30,Cash,No, Wildlife,11602500
NETHERLANDS,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,15,Cash,Yes, Wildlife,4475250
UNITED KINGDOM,45-64,Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,Cash,No,"Wonderful Country, Landscape, Nature",19890000
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Credit Card,Yes, Wildlife,15497625
UNITED KINGDOM,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Cash,Yes,Friendly People,7889700
BELGIUM,Jan-24,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,Yes,7,Cash,Yes,"Wonderful Country, Landscape, Nature",4889625
ITALY,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,Credit Card,Yes,"Wonderful Country, Landscape, Nature",5784675
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,Cash,Yes,"Wonderful Country, Landscape, Nature",7458750
UNITED KINGDOM,Jan-24,Alone,1,0,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,27,Cash,Yes, Wildlife,200360
GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,others,Independent,No,No,No,No,No,No,No,30,Cash,Yes,Friendly People,14917500
UNITED STATES OF AMERICA,45-64,Children,3,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,5,Credit Card,Yes,Friendly People,10442250
GERMANY,Jan-24,Alone,0,1,Volunteering,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,21,Cash,Yes,No comments,3315000
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes,Friendly People,4425525
KOREA,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,Cash,Yes,No comments,19392750
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,Yes,Friendly People,12265500
UNITED STATES OF AMERICA,25-44,Friends/Relatives,2,1,Leisure and Holidays,Bird watching,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,Cash,Yes,No comments,11602500
UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,Cash,Yes,"Wonderful Country, Landscape, Nature",33813000
FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,Cash,No,"Wonderful Country, Landscape, Nature",12099750
RWANDA,25-44,Alone,0,1,Visiting Friends and Relatives,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,Cash,Yes,No comments,331500
UGANDA,Jan-24,Alone,1,0,Scientific and Academic,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,106000
UNITED STATES OF AMERICA,65+,Friends/Relatives,1,3,Leisure and Holidays,Diving and Sport Fishing,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,No,No,6,Cash,Yes,Friendly People,27017250
UNITED ARAB EMIRATES,25-44,Friends/Relatives,0,3,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,Cash,Yes,"Wonderful Country, Landscape, Nature",28260375
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Cash,Yes, Wildlife,530400
ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Credit Card,Yes, Wildlife,497250
UNITED KINGDOM,25-44,Spouse and Children,3,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,Credit Card,No,Good service,1000000
KENYA,25-44,Children,1,1,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,Cash,No, Wildlife,473000
CHILE,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,Cash,Yes,Friendly People,574750
FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,Cash,Yes, Wildlife,1588531
ETHIOPIA,25-44,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,Credit Card,Yes,Friendly People,6630000
KENYA,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,7,Cash,No,Friendly People,350000
ITALY,25-44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,Cash,No,Friendly People,10438918
ZAMBIA,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,No,Friendly People,500000
UGANDA,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,Cash,Yes,Friendly People,125000
ITALY,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,Cash,Yes, Wildlife,8022081.55
ZAMBIA,25-44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,Cash,No,Friendly People,1160250
ZAMBIA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,Cash,No,Friendly People,300000
KENYA,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,Trade fair,Independent,No,No,No,No,No,No,No,3,Cash,No,Friendly People,100000
